"child_id","school_type","day","time","critical_event","days_since_event","parent_inv_1","parent_inv_2","parent_inv_3","parent_overload_1","parent_overload_2","parent_overload_3","child_selfefficacy_1","child_selfefficacy_2","child_selfefficacy_3","child_selfesteem_1","child_selfesteem_2","child_selfesteem_3"
78,"Gymnasium",5,4,0,0,1,4,2,5,4,7,2,1,1,4,4,4
78,"Gymnasium",6,5,0,0,1,4,2,5,4,7,4,3,4,5,3,6
78,"Gymnasium",7,6,0,0,1,4,2,5,4,7,5,4,5,4,2,3
78,"Gymnasium",8,7,0,0,1,4,2,5,4,7,2,3,5,5,4,4
78,"Gymnasium",9,8,0,0,1,4,2,5,4,7,1,4,3,4,4,4
78,"Gymnasium",10,9,0,0,1,4,2,5,4,7,3,4,4,5,4,3
78,"Gymnasium",11,10,1,0,1,4,2,5,4,7,2,3,4,4,4,4
78,"Gymnasium",13,12,1,2,1,4,2,5,4,7,2,4,2,3,2,3
78,"Gymnasium",14,13,1,3,1,4,2,5,4,7,5,3,3,4,1,6
78,"Gymnasium",15,14,1,4,1,4,2,5,4,7,4,4,4,2,3,6
78,"Gymnasium",16,15,1,5,1,4,2,5,4,7,4,4,5,2,4,5
78,"Gymnasium",17,16,1,6,1,4,2,5,4,7,5,4,1,4,4,2
78,"Gymnasium",18,17,1,7,1,4,2,5,4,7,2,4,6,3,2,4
78,"Gymnasium",19,18,1,8,1,4,2,5,4,7,4,4,4,3,4,4
78,"Gymnasium",20,19,1,9,1,4,2,5,4,7,3,2,2,3,2,1
78,"Gymnasium",21,20,1,10,1,4,2,5,4,7,3,1,4,4,4,4
79,"Gymnasium",1,0,0,0,2,5,4,3,4,7,2,3,1,3,3,3
79,"Gymnasium",2,1,0,0,2,5,4,3,4,7,3,4,1,6,2,4
79,"Gymnasium",3,2,0,0,2,5,4,3,4,7,2,3,2,4,2,3
79,"Gymnasium",4,3,0,0,2,5,4,3,4,7,2,4,2,3,2,4
79,"Gymnasium",5,4,0,0,2,5,4,3,4,7,4,4,2,3,3,3
79,"Gymnasium",7,6,0,0,2,5,4,3,4,7,3,3,4,4,3,4
79,"Gymnasium",8,7,0,0,2,5,4,3,4,7,4,4,4,2,2,1
79,"Gymnasium",9,8,0,0,2,5,4,3,4,7,4,4,2,3,6,6
79,"Gymnasium",10,9,0,0,2,5,4,3,4,7,3,4,4,4,4,3
80,"Gymnasium",1,0,0,0,2,2,2,4,4,5,6,4,6,5,4,4
80,"Gymnasium",2,1,0,0,2,2,2,4,4,5,7,5,5,6,6,5
80,"Gymnasium",3,2,0,0,2,2,2,4,4,5,4,5,6,4,6,4
80,"Gymnasium",4,3,0,0,2,2,2,4,4,5,6,3,5,7,4,6
80,"Gymnasium",5,4,0,0,2,2,2,4,4,5,6,6,7,5,3,6
80,"Gymnasium",7,6,0,0,2,2,2,4,4,5,4,5,6,6,4,7
80,"Gymnasium",8,7,0,0,2,2,2,4,4,5,5,3,5,5,2,4
80,"Gymnasium",9,8,0,0,2,2,2,4,4,5,5,7,7,6,4,5
80,"Gymnasium",10,9,0,0,2,2,2,4,4,5,7,5,6,6,4,4
80,"Gymnasium",11,10,1,0,2,2,2,4,4,5,7,6,4,7,6,4
80,"Gymnasium",12,11,1,1,2,2,2,4,4,5,4,4,4,5,7,6
80,"Gymnasium",13,12,1,2,2,2,2,4,4,5,4,6,6,6,4,5
80,"Gymnasium",14,13,1,3,2,2,2,4,4,5,5,6,5,4,4,2
80,"Gymnasium",15,14,1,4,2,2,2,4,4,5,6,6,6,5,3,4
80,"Gymnasium",16,15,1,5,2,2,2,4,4,5,6,3,3,5,4,3
80,"Gymnasium",17,16,1,6,2,2,2,4,4,5,6,4,6,6,4,5
80,"Gymnasium",18,17,1,7,2,2,2,4,4,5,4,5,6,6,6,6
80,"Gymnasium",20,19,1,9,2,2,2,4,4,5,4,3,7,5,5,4
80,"Gymnasium",21,20,1,10,2,2,2,4,4,5,6,3,3,5,5,3
81,"Gymnasium",1,0,0,0,7,5,5,4,4,4,3,5,5,2,4,4
81,"Gymnasium",2,1,0,0,7,5,5,4,4,4,4,4,3,3,4,3
81,"Gymnasium",3,2,0,0,7,5,5,4,4,4,3,1,4,4,4,3
81,"Gymnasium",5,4,0,0,7,5,5,4,4,4,3,3,4,1,3,3
81,"Gymnasium",6,5,0,0,7,5,5,4,4,4,4,3,1,2,4,5
81,"Gymnasium",7,6,0,0,7,5,5,4,4,4,3,4,5,5,4,3
81,"Gymnasium",8,7,0,0,7,5,5,4,4,4,2,3,3,3,2,3
81,"Gymnasium",9,8,0,0,7,5,5,4,4,4,1,2,5,4,4,4
81,"Gymnasium",10,9,0,0,7,5,5,4,4,4,3,4,4,1,2,4
81,"Gymnasium",11,10,1,0,7,5,5,4,4,4,3,4,4,4,2,3
81,"Gymnasium",12,11,1,1,7,5,5,4,4,4,1,3,4,4,2,3
81,"Gymnasium",13,12,1,2,7,5,5,4,4,4,5,5,4,5,3,5
81,"Gymnasium",14,13,1,3,7,5,5,4,4,4,2,1,2,2,4,6
81,"Gymnasium",15,14,1,4,7,5,5,4,4,4,1,1,1,4,4,4
81,"Gymnasium",16,15,1,5,7,5,5,4,4,4,3,3,1,1,4,3
81,"Gymnasium",17,16,1,6,7,5,5,4,4,4,3,1,2,2,3,2
81,"Gymnasium",18,17,1,7,7,5,5,4,4,4,1,3,2,5,2,6
81,"Gymnasium",19,18,1,8,7,5,5,4,4,4,2,3,4,2,4,3
81,"Gymnasium",20,19,1,9,7,5,5,4,4,4,2,1,4,1,2,3
81,"Gymnasium",21,20,1,10,7,5,5,4,4,4,1,2,3,3,1,2
82,"Gymnasium",2,1,0,0,3,5,5,3,2,1,2,2,4,1,1,4
82,"Gymnasium",3,2,0,0,3,5,5,3,2,1,1,1,2,1,2,3
82,"Gymnasium",4,3,0,0,3,5,5,3,2,1,1,2,3,2,1,2
82,"Gymnasium",5,4,0,0,3,5,5,3,2,1,3,3,1,4,1,2
82,"Gymnasium",6,5,0,0,3,5,5,3,2,1,3,3,4,4,2,4
82,"Gymnasium",7,6,0,0,3,5,5,3,2,1,2,3,2,5,2,4
82,"Gymnasium",8,7,0,0,3,5,5,3,2,1,3,3,2,4,3,4
82,"Gymnasium",9,8,0,0,3,5,5,3,2,1,4,5,4,5,5,3
82,"Gymnasium",11,10,1,0,3,5,5,3,2,1,6,6,4,6,5,5
82,"Gymnasium",12,11,1,1,3,5,5,3,2,1,5,7,4,4,7,5
82,"Gymnasium",13,12,1,2,3,5,5,3,2,1,7,5,5,5,3,6
82,"Gymnasium",14,13,1,3,3,5,5,3,2,1,6,6,7,5,4,7
82,"Gymnasium",15,14,1,4,3,5,5,3,2,1,7,6,4,6,7,6
82,"Gymnasium",16,15,1,5,3,5,5,3,2,1,7,7,7,5,7,7
82,"Gymnasium",17,16,1,6,3,5,5,3,2,1,7,7,7,7,6,6
82,"Gymnasium",18,17,1,7,3,5,5,3,2,1,7,7,7,7,7,7
82,"Gymnasium",19,18,1,8,3,5,5,3,2,1,7,7,7,7,7,7
82,"Gymnasium",20,19,1,9,3,5,5,3,2,1,7,7,7,7,7,7
82,"Gymnasium",21,20,1,10,3,5,5,3,2,1,7,7,7,7,7,7
83,"Gymnasium",2,1,0,0,7,6,2,7,7,6,2,3,2,3,1,3
83,"Gymnasium",4,3,0,0,7,6,2,7,7,6,1,1,2,3,2,3
83,"Gymnasium",5,4,0,0,7,6,2,7,7,6,2,2,2,1,1,2
83,"Gymnasium",6,5,0,0,7,6,2,7,7,6,2,2,3,2,1,1
83,"Gymnasium",7,6,0,0,7,6,2,7,7,6,2,2,4,2,1,4
83,"Gymnasium",8,7,0,0,7,6,2,7,7,6,1,3,2,3,2,3
83,"Gymnasium",9,8,0,0,7,6,2,7,7,6,1,2,2,3,2,3
84,"Gymnasium",1,0,0,0,3,5,4,7,5,4,6,4,6,4,6,5
84,"Gymnasium",2,1,0,0,3,5,4,7,5,4,4,5,7,5,4,5
84,"Gymnasium",3,2,0,0,3,5,4,7,5,4,5,6,6,6,6,7
84,"Gymnasium",4,3,0,0,3,5,4,7,5,4,7,6,6,6,5,4
84,"Gymnasium",5,4,0,0,3,5,4,7,5,4,4,6,6,3,4,5
84,"Gymnasium",6,5,0,0,3,5,4,7,5,4,4,7,6,3,4,4
84,"Gymnasium",7,6,0,0,3,5,4,7,5,4,6,6,5,7,5,4
84,"Gymnasium",9,8,0,0,3,5,4,7,5,4,4,6,5,3,7,4
84,"Gymnasium",10,9,0,0,3,5,4,7,5,4,6,6,6,3,2,4
84,"Gymnasium",11,10,1,0,3,5,4,7,5,4,3,4,4,3,3,6
84,"Gymnasium",12,11,1,1,3,5,4,7,5,4,2,4,4,4,4,6
84,"Gymnasium",13,12,1,2,3,5,4,7,5,4,4,4,5,4,3,1
84,"Gymnasium",14,13,1,3,3,5,4,7,5,4,3,2,2,3,3,1
84,"Gymnasium",15,14,1,4,3,5,4,7,5,4,2,2,3,2,2,4
84,"Gymnasium",16,15,1,5,3,5,4,7,5,4,3,3,6,3,3,3
84,"Gymnasium",17,16,1,6,3,5,4,7,5,4,5,3,2,2,2,1
84,"Gymnasium",19,18,1,8,3,5,4,7,5,4,1,2,1,1,2,3
84,"Gymnasium",20,19,1,9,3,5,4,7,5,4,2,2,3,2,5,3
84,"Gymnasium",21,20,1,10,3,5,4,7,5,4,1,2,1,2,1,2
85,"Gymnasium",1,0,0,0,3,5,6,4,6,4,4,2,4,4,5,4
85,"Gymnasium",2,1,0,0,3,5,6,4,6,4,3,5,2,3,4,2
85,"Gymnasium",4,3,0,0,3,5,6,4,6,4,5,4,4,4,4,7
85,"Gymnasium",5,4,0,0,3,5,6,4,6,4,4,6,5,5,5,2
85,"Gymnasium",7,6,0,0,3,5,6,4,6,4,4,5,6,4,2,3
85,"Gymnasium",8,7,0,0,3,5,6,4,6,4,6,2,5,4,5,2
85,"Gymnasium",9,8,0,0,3,5,6,4,6,4,3,5,4,4,2,4
85,"Gymnasium",10,9,0,0,3,5,6,4,6,4,6,6,2,4,7,6
85,"Gymnasium",11,10,1,0,3,5,6,4,6,4,5,5,5,4,5,6
85,"Gymnasium",12,11,1,1,3,5,6,4,6,4,4,4,5,4,4,4
85,"Gymnasium",13,12,1,2,3,5,6,4,6,4,6,4,3,4,4,4
85,"Gymnasium",14,13,1,3,3,5,6,4,6,4,2,3,3,4,6,2
85,"Gymnasium",15,14,1,4,3,5,6,4,6,4,4,5,5,4,4,6
85,"Gymnasium",16,15,1,5,3,5,6,4,6,4,4,4,5,3,5,2
85,"Gymnasium",17,16,1,6,3,5,6,4,6,4,4,4,5,5,4,4
85,"Gymnasium",18,17,1,7,3,5,6,4,6,4,5,6,7,4,4,6
85,"Gymnasium",19,18,1,8,3,5,6,4,6,4,6,5,6,4,4,3
85,"Gymnasium",20,19,1,9,3,5,6,4,6,4,6,5,5,4,4,6
85,"Gymnasium",21,20,1,10,3,5,6,4,6,4,7,7,6,2,4,6
86,"Gymnasium",1,0,0,0,3,2,2,5,6,7,2,2,3,6,4,6
86,"Gymnasium",2,1,0,0,3,2,2,5,6,7,4,1,2,2,4,2
86,"Gymnasium",4,3,0,0,3,2,2,5,6,7,4,4,3,2,1,1
86,"Gymnasium",5,4,0,0,3,2,2,5,6,7,4,3,4,2,4,3
86,"Gymnasium",6,5,0,0,3,2,2,5,6,7,2,2,4,2,1,5
86,"Gymnasium",7,6,0,0,3,2,2,5,6,7,3,6,4,2,4,4
86,"Gymnasium",8,7,0,0,3,2,2,5,6,7,2,4,2,3,3,5
86,"Gymnasium",9,8,0,0,3,2,2,5,6,7,4,6,4,6,6,2
86,"Gymnasium",10,9,0,0,3,2,2,5,6,7,2,5,5,4,4,5
86,"Gymnasium",11,10,1,0,3,2,2,5,6,7,4,4,4,3,6,3
86,"Gymnasium",12,11,1,1,3,2,2,5,6,7,5,2,3,4,3,2
86,"Gymnasium",14,13,1,3,3,2,2,5,6,7,5,1,4,5,4,5
86,"Gymnasium",15,14,1,4,3,2,2,5,6,7,4,1,4,3,3,5
86,"Gymnasium",16,15,1,5,3,2,2,5,6,7,5,5,3,4,3,6
86,"Gymnasium",17,16,1,6,3,2,2,5,6,7,4,3,4,3,4,4
86,"Gymnasium",18,17,1,7,3,2,2,5,6,7,5,3,4,4,4,4
86,"Gymnasium",19,18,1,8,3,2,2,5,6,7,5,4,3,6,4,6
86,"Gymnasium",20,19,1,9,3,2,2,5,6,7,5,4,6,3,4,6
86,"Gymnasium",21,20,1,10,3,2,2,5,6,7,6,4,5,3,4,4
87,"Gymnasium",1,0,0,0,5,4,6,5,4,6,6,6,7,7,5,5
87,"Gymnasium",2,1,0,0,5,4,6,5,4,6,5,6,6,5,6,5
87,"Gymnasium",3,2,0,0,5,4,6,5,4,6,4,7,4,5,7,5
87,"Gymnasium",4,3,0,0,5,4,6,5,4,6,3,6,7,7,7,3
87,"Gymnasium",5,4,0,0,5,4,6,5,4,6,7,5,7,4,7,4
87,"Gymnasium",6,5,0,0,5,4,6,5,4,6,5,4,7,7,6,7
87,"Gymnasium",7,6,0,0,5,4,6,5,4,6,6,6,6,5,6,5
87,"Gymnasium",8,7,0,0,5,4,6,5,4,6,6,6,4,3,5,6
87,"Gymnasium",9,8,0,0,5,4,6,5,4,6,5,4,3,4,4,3
87,"Gymnasium",10,9,0,0,5,4,6,5,4,6,3,4,6,4,6,4
87,"Gymnasium",12,11,1,1,5,4,6,5,4,6,5,3,6,3,4,5
87,"Gymnasium",14,13,1,3,5,4,6,5,4,6,3,2,3,5,2,3
88,"Gymnasium",1,0,0,0,5,5,4,5,6,5,7,6,7,6,5,6
88,"Gymnasium",2,1,0,0,5,5,4,5,6,5,5,6,6,6,7,4
88,"Gymnasium",3,2,0,0,5,5,4,5,6,5,5,6,5,5,6,7
88,"Gymnasium",4,3,0,0,5,5,4,5,6,5,6,7,6,4,4,6
88,"Gymnasium",5,4,0,0,5,5,4,5,6,5,5,5,4,7,6,5
88,"Gymnasium",6,5,0,0,5,5,4,5,6,5,5,7,4,6,4,6
88,"Gymnasium",7,6,0,0,5,5,4,5,6,5,7,6,3,7,6,5
88,"Gymnasium",8,7,0,0,5,5,4,5,6,5,5,4,4,7,7,4
88,"Gymnasium",9,8,0,0,5,5,4,5,6,5,6,3,6,5,4,4
88,"Gymnasium",10,9,0,0,5,5,4,5,6,5,4,6,5,5,4,3
88,"Gymnasium",11,10,1,0,5,5,4,5,6,5,3,3,2,5,3,4
88,"Gymnasium",12,11,1,1,5,5,4,5,6,5,4,3,4,4,2,4
88,"Gymnasium",13,12,1,2,5,5,4,5,6,5,3,1,3,3,2,4
88,"Gymnasium",14,13,1,3,5,5,4,5,6,5,2,3,2,1,3,3
88,"Gymnasium",15,14,1,4,5,5,4,5,6,5,2,2,2,2,4,4
88,"Gymnasium",16,15,1,5,5,5,4,5,6,5,2,1,4,2,2,3
88,"Gymnasium",17,16,1,6,5,5,4,5,6,5,2,2,2,2,6,2
88,"Gymnasium",18,17,1,7,5,5,4,5,6,5,2,3,1,3,3,5
88,"Gymnasium",19,18,1,8,5,5,4,5,6,5,2,2,1,2,4,4
88,"Gymnasium",21,20,1,10,5,5,4,5,6,5,1,2,2,2,1,2
89,"Gymnasium",2,1,0,0,2,4,5,2,2,2,7,7,7,7,7,7
89,"Gymnasium",3,2,0,0,2,4,5,2,2,2,7,7,7,7,7,7
89,"Gymnasium",4,3,0,0,2,4,5,2,2,2,7,7,7,7,7,7
89,"Gymnasium",5,4,0,0,2,4,5,2,2,2,7,7,7,7,7,7
89,"Gymnasium",6,5,0,0,2,4,5,2,2,2,7,7,7,7,7,7
89,"Gymnasium",8,7,0,0,2,4,5,2,2,2,7,7,6,7,7,6
89,"Gymnasium",9,8,0,0,2,4,5,2,2,2,7,7,7,7,7,7
89,"Gymnasium",10,9,0,0,2,4,5,2,2,2,7,7,7,7,4,6
89,"Gymnasium",11,10,1,0,2,4,5,2,2,2,7,6,6,5,6,7
89,"Gymnasium",12,11,1,1,2,4,5,2,2,2,7,7,6,6,4,5
89,"Gymnasium",13,12,1,2,2,4,5,2,2,2,5,4,4,4,6,4
89,"Gymnasium",14,13,1,3,2,4,5,2,2,2,6,4,6,6,5,2
89,"Gymnasium",15,14,1,4,2,4,5,2,2,2,3,4,4,3,6,3
89,"Gymnasium",16,15,1,5,2,4,5,2,2,2,3,3,4,1,6,5
89,"Gymnasium",18,17,1,7,2,4,5,2,2,2,1,1,1,4,1,1
89,"Gymnasium",19,18,1,8,2,4,5,2,2,2,1,1,2,1,2,1
90,"Gymnasium",1,0,0,0,2,2,3,1,3,3,6,6,4,4,6,5
90,"Gymnasium",2,1,0,0,2,2,3,1,3,3,7,6,6,5,5,7
90,"Gymnasium",3,2,0,0,2,2,3,1,3,3,5,5,6,5,5,5
90,"Gymnasium",5,4,0,0,2,2,3,1,3,3,5,5,6,6,5,5
90,"Gymnasium",7,6,0,0,2,2,3,1,3,3,7,6,7,4,5,7
90,"Gymnasium",8,7,0,0,2,2,3,1,3,3,6,6,6,7,6,6
90,"Gymnasium",9,8,0,0,2,2,3,1,3,3,6,6,4,7,2,5
90,"Gymnasium",10,9,0,0,2,2,3,1,3,3,5,7,6,7,6,7
90,"Gymnasium",11,10,1,0,2,2,3,1,3,3,6,5,5,4,7,5
90,"Gymnasium",12,11,1,1,2,2,3,1,3,3,3,2,2,4,6,5
90,"Gymnasium",13,12,1,2,2,2,3,1,3,3,4,5,5,4,2,3
90,"Gymnasium",14,13,1,3,2,2,3,1,3,3,5,4,6,4,3,3
90,"Gymnasium",15,14,1,4,2,2,3,1,3,3,5,4,5,3,2,5
90,"Gymnasium",16,15,1,5,2,2,3,1,3,3,3,3,3,2,4,5
90,"Gymnasium",17,16,1,6,2,2,3,1,3,3,5,4,3,4,2,5
90,"Gymnasium",18,17,1,7,2,2,3,1,3,3,2,4,3,5,2,3
90,"Gymnasium",20,19,1,9,2,2,3,1,3,3,1,4,5,1,3,7
90,"Gymnasium",21,20,1,10,2,2,3,1,3,3,3,6,5,2,4,5
91,"Gymnasium",1,0,0,0,5,7,6,4,2,2,4,6,6,6,4,6
91,"Gymnasium",2,1,0,0,5,7,6,4,2,2,6,6,7,7,7,5
91,"Gymnasium",3,2,0,0,5,7,6,4,2,2,7,2,7,6,6,6
91,"Gymnasium",5,4,0,0,5,7,6,4,2,2,4,5,5,5,5,4
91,"Gymnasium",6,5,0,0,5,7,6,4,2,2,4,5,5,3,6,4
91,"Gymnasium",7,6,0,0,5,7,6,4,2,2,6,3,6,5,4,6
91,"Gymnasium",8,7,0,0,5,7,6,4,2,2,4,6,5,3,6,6
91,"Gymnasium",9,8,0,0,5,7,6,4,2,2,6,5,4,3,4,6
91,"Gymnasium",10,9,0,0,5,7,6,4,2,2,4,2,4,2,4,7
91,"Gymnasium",11,10,1,0,5,7,6,4,2,2,4,5,5,5,6,5
91,"Gymnasium",12,11,1,1,5,7,6,4,2,2,3,6,3,6,4,3
91,"Gymnasium",13,12,1,2,5,7,6,4,2,2,3,6,2,3,3,2
91,"Gymnasium",14,13,1,3,5,7,6,4,2,2,3,3,1,1,4,3
91,"Gymnasium",15,14,1,4,5,7,6,4,2,2,4,2,4,4,2,2
91,"Gymnasium",16,15,1,5,5,7,6,4,2,2,3,4,2,2,4,2
91,"Gymnasium",17,16,1,6,5,7,6,4,2,2,2,1,1,3,3,4
91,"Gymnasium",18,17,1,7,5,7,6,4,2,2,2,1,1,4,2,4
91,"Gymnasium",19,18,1,8,5,7,6,4,2,2,1,3,4,2,3,1
91,"Gymnasium",20,19,1,9,5,7,6,4,2,2,4,3,5,1,2,2
91,"Gymnasium",21,20,1,10,5,7,6,4,2,2,2,1,2,2,3,2
92,"Gymnasium",1,0,0,0,3,4,2,4,5,5,7,7,7,7,6,6
92,"Gymnasium",2,1,0,0,3,4,2,4,5,5,6,6,6,7,7,7
92,"Gymnasium",3,2,0,0,3,4,2,4,5,5,7,6,7,6,4,7
92,"Gymnasium",4,3,0,0,3,4,2,4,5,5,7,5,5,6,7,7
92,"Gymnasium",5,4,0,0,3,4,2,4,5,5,7,6,7,7,5,4
92,"Gymnasium",6,5,0,0,3,4,2,4,5,5,7,7,3,6,6,7
92,"Gymnasium",7,6,0,0,3,4,2,4,5,5,7,5,7,5,6,5
92,"Gymnasium",8,7,0,0,3,4,2,4,5,5,6,5,6,6,5,7
92,"Gymnasium",9,8,0,0,3,4,2,4,5,5,6,5,7,6,5,7
92,"Gymnasium",11,10,1,0,3,4,2,4,5,5,5,2,2,4,5,4
92,"Gymnasium",12,11,1,1,3,4,2,4,5,5,5,5,4,3,2,2
92,"Gymnasium",13,12,1,2,3,4,2,4,5,5,3,4,5,5,5,5
92,"Gymnasium",14,13,1,3,3,4,2,4,5,5,4,4,3,5,5,5
92,"Gymnasium",15,14,1,4,3,4,2,4,5,5,5,4,4,5,5,3
92,"Gymnasium",16,15,1,5,3,4,2,4,5,5,4,4,3,5,3,5
92,"Gymnasium",17,16,1,6,3,4,2,4,5,5,4,2,4,2,2,3
92,"Gymnasium",18,17,1,7,3,4,2,4,5,5,4,2,5,3,4,5
92,"Gymnasium",19,18,1,8,3,4,2,4,5,5,2,1,4,3,2,5
92,"Gymnasium",20,19,1,9,3,4,2,4,5,5,3,2,5,3,4,5
92,"Gymnasium",21,20,1,10,3,4,2,4,5,5,4,6,5,4,5,6
93,"Gymnasium",1,0,0,0,5,6,4,4,6,4,7,7,7,7,6,6
93,"Gymnasium",2,1,0,0,5,6,4,4,6,4,6,7,7,6,6,5
93,"Gymnasium",3,2,0,0,5,6,4,4,6,4,7,7,4,7,7,6
93,"Gymnasium",4,3,0,0,5,6,4,4,6,4,6,5,5,7,6,5
93,"Gymnasium",5,4,0,0,5,6,4,4,6,4,7,4,5,7,7,6
93,"Gymnasium",6,5,0,0,5,6,4,4,6,4,6,7,6,5,5,6
94,"Gymnasium",1,0,0,0,3,5,4,4,3,3,7,7,7,7,7,7
94,"Gymnasium",2,1,0,0,3,5,4,4,3,3,7,6,7,7,7,6
94,"Gymnasium",3,2,0,0,3,5,4,4,3,3,7,7,7,7,7,7
94,"Gymnasium",4,3,0,0,3,5,4,4,3,3,7,7,7,7,7,7
94,"Gymnasium",5,4,0,0,3,5,4,4,3,3,7,7,7,7,7,7
94,"Gymnasium",6,5,0,0,3,5,4,4,3,3,7,6,7,7,7,7
94,"Gymnasium",7,6,0,0,3,5,4,4,3,3,7,7,7,7,7,7
94,"Gymnasium",8,7,0,0,3,5,4,4,3,3,7,7,7,7,7,7
94,"Gymnasium",9,8,0,0,3,5,4,4,3,3,6,5,6,7,6,7
94,"Gymnasium",10,9,0,0,3,5,4,4,3,3,7,5,6,7,5,7
94,"Gymnasium",12,11,1,1,3,5,4,4,3,3,6,4,4,3,6,6
94,"Gymnasium",13,12,1,2,3,5,4,4,3,3,7,5,1,5,1,5
94,"Gymnasium",14,13,1,3,3,5,4,4,3,3,6,3,6,4,4,3
94,"Gymnasium",15,14,1,4,3,5,4,4,3,3,6,2,2,4,6,5
94,"Gymnasium",16,15,1,5,3,5,4,4,3,3,4,5,2,6,7,6
94,"Gymnasium",17,16,1,6,3,5,4,4,3,3,7,4,4,5,2,5
94,"Gymnasium",18,17,1,7,3,5,4,4,3,3,1,3,2,4,4,2
94,"Gymnasium",19,18,1,8,3,5,4,4,3,3,4,2,4,3,4,2
94,"Gymnasium",20,19,1,9,3,5,4,4,3,3,2,4,2,1,4,3
94,"Gymnasium",21,20,1,10,3,5,4,4,3,3,2,1,2,4,4,2
95,"Gymnasium",2,1,0,0,6,5,6,6,4,7,4,6,5,2,4,4
95,"Gymnasium",4,3,0,0,6,5,6,6,4,7,6,4,5,4,5,2
95,"Gymnasium",5,4,0,0,6,5,6,6,4,7,6,4,5,3,2,4
95,"Gymnasium",7,6,0,0,6,5,6,6,4,7,5,5,5,4,2,1
95,"Gymnasium",8,7,0,0,6,5,6,6,4,7,2,6,6,2,2,4
95,"Gymnasium",9,8,0,0,6,5,6,6,4,7,6,5,7,3,4,4
95,"Gymnasium",10,9,0,0,6,5,6,6,4,7,7,2,5,5,4,5
95,"Gymnasium",11,10,1,0,6,5,6,6,4,7,4,5,4,3,4,5
95,"Gymnasium",12,11,1,1,6,5,6,6,4,7,2,6,5,2,4,7
96,"Gymnasium",1,0,0,0,5,7,6,3,5,5,7,7,7,6,7,6
96,"Gymnasium",2,1,0,0,5,7,6,3,5,5,7,7,7,7,7,7
96,"Gymnasium",3,2,0,0,5,7,6,3,5,5,7,7,7,7,7,7
96,"Gymnasium",4,3,0,0,5,7,6,3,5,5,7,7,7,7,7,7
96,"Gymnasium",5,4,0,0,5,7,6,3,5,5,7,7,7,7,7,6
96,"Gymnasium",6,5,0,0,5,7,6,3,5,5,7,6,7,7,7,6
96,"Gymnasium",7,6,0,0,5,7,6,3,5,5,6,7,7,7,7,6
96,"Gymnasium",8,7,0,0,5,7,6,3,5,5,7,7,7,6,7,7
96,"Gymnasium",9,8,0,0,5,7,6,3,5,5,7,7,5,7,6,6
96,"Gymnasium",10,9,0,0,5,7,6,3,5,5,6,6,6,6,5,6
96,"Gymnasium",11,10,1,0,5,7,6,3,5,5,4,3,6,3,4,6
96,"Gymnasium",12,11,1,1,5,7,6,3,5,5,4,6,2,2,5,2
96,"Gymnasium",13,12,1,2,5,7,6,3,5,5,1,5,4,4,2,2
96,"Gymnasium",14,13,1,3,5,7,6,3,5,5,5,4,5,5,6,6
96,"Gymnasium",15,14,1,4,5,7,6,3,5,5,4,2,4,3,4,2
96,"Gymnasium",16,15,1,5,5,7,6,3,5,5,1,4,1,4,2,1
96,"Gymnasium",17,16,1,6,5,7,6,3,5,5,2,1,1,3,2,2
96,"Gymnasium",18,17,1,7,5,7,6,3,5,5,1,4,1,1,2,1
96,"Gymnasium",19,18,1,8,5,7,6,3,5,5,1,1,1,1,1,1
96,"Gymnasium",20,19,1,9,5,7,6,3,5,5,1,1,1,1,2,1
96,"Gymnasium",21,20,1,10,5,7,6,3,5,5,1,1,1,1,1,1
97,"Gymnasium",1,0,0,0,5,5,7,5,4,6,4,6,6,4,4,4
97,"Gymnasium",2,1,0,0,5,5,7,5,4,6,2,5,6,6,4,6
97,"Gymnasium",3,2,0,0,5,5,7,5,4,6,4,4,6,4,2,5
97,"Gymnasium",4,3,0,0,5,5,7,5,4,6,4,4,5,6,7,6
97,"Gymnasium",5,4,0,0,5,5,7,5,4,6,4,6,6,4,5,6
97,"Gymnasium",6,5,0,0,5,5,7,5,4,6,6,5,7,4,5,3
97,"Gymnasium",7,6,0,0,5,5,7,5,4,6,5,3,6,5,6,2
97,"Gymnasium",8,7,0,0,5,5,7,5,4,6,4,4,5,7,6,5
97,"Gymnasium",9,8,0,0,5,5,7,5,4,6,6,3,6,6,5,2
97,"Gymnasium",11,10,1,0,5,5,7,5,4,6,7,5,2,4,5,1
97,"Gymnasium",12,11,1,1,5,5,7,5,4,6,4,5,5,4,2,5
97,"Gymnasium",13,12,1,2,5,5,7,5,4,6,2,6,6,3,4,3
97,"Gymnasium",14,13,1,3,5,5,7,5,4,6,5,5,2,5,6,6
97,"Gymnasium",16,15,1,5,5,5,7,5,4,6,5,5,6,4,5,5
97,"Gymnasium",17,16,1,6,5,5,7,5,4,6,6,7,6,6,3,5
97,"Gymnasium",18,17,1,7,5,5,7,5,4,6,4,7,4,6,2,5
97,"Gymnasium",19,18,1,8,5,5,7,5,4,6,5,6,7,4,6,3
97,"Gymnasium",20,19,1,9,5,5,7,5,4,6,4,5,7,4,5,5
97,"Gymnasium",21,20,1,10,5,5,7,5,4,6,4,4,5,4,4,5
98,"Gymnasium",1,0,0,0,3,5,4,4,6,3,6,7,6,5,6,6
98,"Gymnasium",2,1,0,0,3,5,4,4,6,3,6,7,5,7,7,7
